Type	Accession	Unique Name
Run	ERR5378256	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-203
Run	ERR5378257	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-204
Run	ERR5378258	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-205
Run	ERR5378259	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-206
Run	ERR5378260	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-207
Run	ERR5378261	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-208
Run	ERR5378262	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-209
Run	ERR5378263	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-210
Run	ERR5378264	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-211
Run	ERR5378265	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-212
Run	ERR5378266	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-213
Run	ERR5378267	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:846-214
Run	ERR5378268	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-215
Run	ERR5378269	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-216
Run	ERR5378270	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-217
Run	ERR5378271	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-218
Run	ERR5378272	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-219
Run	ERR5378273	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-220
Run	ERR5378274	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-221
Run	ERR5378275	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-222
Run	ERR5378276	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-223
Run	ERR5378277	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-224
Run	ERR5378278	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-225
Run	ERR5378279	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-226
Run	ERR5378280	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-227
Run	ERR5378281	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-228
Run	ERR5378282	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-229
Run	ERR5378283	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-230
Run	ERR5378284	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-231
Run	ERR5378285	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-232
Run	ERR5378286	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-233
Run	ERR5378287	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-234
Run	ERR5378288	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-235
Run	ERR5378289	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-236
Run	ERR5378290	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-237
Run	ERR5378291	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-238
Run	ERR5378292	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-239
Run	ERR5378293	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-240
Run	ERR5378294	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-241
Run	ERR5378295	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-242
Run	ERR5378296	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-243
Run	ERR5378297	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:847-244
Run	ERR5378298	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-245
Run	ERR5378299	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-246
Run	ERR5378300	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-247
Run	ERR5378301	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-248
Run	ERR5378302	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-249
Run	ERR5378303	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-250
Run	ERR5378304	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-251
Run	ERR5378305	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-252
Run	ERR5378306	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-253
Run	ERR5378307	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-254
Run	ERR5378308	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-255
Run	ERR5378309	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-256
Run	ERR5378310	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-257
Run	ERR5378311	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-258
Run	ERR5378312	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-259
Run	ERR5378313	ena-RUN-UNIVERSITY OF COLORADO, BOULDER-26-02-2021-22:51:12:848-260
